1;0,22466;0,90302;0,44377;0,41011;0,35791;0,36951
2;0,58802;1,27576;0,73507;0,64775;0,59889;0,65791
3;0,38175;1,14238;0,73776;0,50901;0,46293;0,43740
4;0,39333;1,07133;0,66016;0,53497;0,48983;0,50979
5;0,29584;0,81648;0,40229;0,48993;0,43563;0,43678
6;0,23463;1,02797;0,35908;0,35543;0,32750;0,30525
7;0,37953;0,94781;0,58455;0,49801;0,44597;0,44662
8;0,25024;0,69091;0,35823;0,38724;0,33663;0,34149
9;0,46922;1,09279;0,66989;0,48182;0,43752;0,41907
10;0,41877;1,03870;0,55485;0,48099;0,39818;0,41246
11;0,31606;1,00971;0,55666;0,51940;0,44063;0,45087
12;0,34039;1,12053;0,64117;0,45478;0,40024;0,39944
13;0,20115;0,85310;0,33949;0,39542;0,34444;0,32062
14;0,31671;1,00149;0,48089;0,50572;0,46120;0,48321
15;0,38593;1,06135;0,59690;0,48395;0,44506;0,43179
16;0,30484;1,07773;0,52872;0,42395;0,39554;0,35116
17;0,31414;0,91107;0,39798;0,35826;0,31806;0,27505
18;0,37804;0,99902;0,43244;0,49292;0,43122;0,45584
19;0,36016;1,00436;0,50023;0,41104;0,37697;0,34281
20;0,20428;0,87166;0,33987;0,29643;0,28866;0,25986
21;0,43556;0,99272;0,50547;0,45330;0,41470;0,43498
22;0,45299;1,06677;0,57426;0,53556;0,51194;0,50734
23;0,58641;1,15565;0,70044;0,61408;0,59230;0,61088
24;0,29099;0,86670;0,38039;0,45249;0,39056;0,37250
12;0,35515;0,99996;0,52002;0,46636;0,42094;0,41803
